Date,Time,Ping (ms),Download (Mbit/s),Upload (Mbit/s),number of hosts online, url, latitude, longitude, location, country, countrycode, ISP, id, host, d, latency 
24/03/2021,05:29:32,43187758.588356055,40062329.88235912,7.397,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.026]
24/03/2021,05:31:32,42715669.84853565,41639791.05327469,7.445,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.136]
24/03/2021,05:32:31,42324766.098473474,42715099.16259526,7.315,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.26]
24/03/2021,05:33:31,42627655.82264521,40319298.31578062,7.799,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.339]
24/03/2021,05:34:32,41283059.66321909,40836029.55347437,8.208,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.053]
24/03/2021,05:35:32,40866950.438036,41674549.85999303,8.078,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.366]
24/03/2021,05:36:32,41907416.763985224,40751026.357739165,8.346,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 10.732]
24/03/2021,05:37:31,41798691.65017494,40910268.6873674,7.276,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.98]
24/03/2021,05:38:32,42501112.19151438,40705248.68383719,7.331,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.858]
24/03/2021,05:39:32,42183844.62883663,40794149.53711897,8.115,9,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.034]
24/03/2021,05:40:32,40137747.38146362,38348145.65488416,8.641,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.71]
24/03/2021,05:41:31,42515802.62760936,42126461.35572821,7.775,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.88]
24/03/2021,05:42:32,42073915.988431275,41619468.36592681,8.654,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.306]
24/03/2021,05:43:32,41494976.83847087,40930772.09511754,7.523,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.761]
24/03/2021,05:44:32,40475981.01024215,38049099.73653646,7.993,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.453]
24/03/2021,05:45:31,41580281.38977605,38818235.52741046,9.265,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.01]
24/03/2021,05:46:31,42074404.81777078,39396670.609039456,7.557,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.827]
24/03/2021,05:47:32,41911166.77300412,39017366.428481035,8.442,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.401]
24/03/2021,05:48:32,41456188.65685406,43087367.70052573,7.956,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.382]
24/03/2021,05:49:32,41429264.0651849,41480408.78301838,7.434,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.941]
24/03/2021,05:50:32,35779630.729133725,33160849.04090976,8.342,8,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 9.357]
24/03/2021,05:51:31,41154566.81111173,42077022.70583124,9.184,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.559]
24/03/2021,05:52:32,42784217.76046734,40797185.80483633,6.735,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.253]
24/03/2021,05:53:32,43793077.91619653,40329842.71455571,6.746,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.753]
24/03/2021,05:54:32,40678077.60110789,43305560.4286299,8.299,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.569]
24/03/2021,05:55:37,41893642.59116976,43544842.71326985,11.413,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 10.113]
24/03/2021,05:56:32,43243615.11628324,42059613.73775315,8.102,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 8.911]
24/03/2021,05:57:31,39129168.13929735,41575956.18992571,9.056,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.646]
24/03/2021,05:58:31,41298890.534308255,42762063.84787112,8.375,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 8.892]
24/03/2021,05:59:32,44097440.37674177,42439243.723348156,8.027,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.536]
24/03/2021,06:01:32,41281685.31462123,42155768.68218198,8.85,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.22]
24/03/2021,06:02:31,41626351.24982258,43055399.14403979,7.955,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.334]
24/03/2021,06:03:32,40906595.1787881,41228064.18031373,7.893,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.363]
24/03/2021,06:04:32,41772452.74406775,40888165.185406044,7.753,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.123]
24/03/2021,06:05:32,42847858.71234375,40583287.35913794,7.952,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.882]
24/03/2021,06:06:32,37029656.77388306,38136017.57245695,9.169,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.434]
24/03/2021,06:07:31,42730549.00743414,41471843.13958994,7.474,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 9.019]
24/03/2021,06:08:32,39448313.99694393,40765585.84682011,7.046,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.758]
24/03/2021,06:09:32,41551507.532141306,42078051.8172274,8.104,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.444]
24/03/2021,06:10:32,42613555.50698553,36421392.0828157,7.77,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.008]
24/03/2021,06:11:32,41232333.52497042,38953482.00784432,8.31,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.276]
24/03/2021,06:12:31,40433108.68231977,40881521.33944402,7.993,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.522]
24/03/2021,06:13:32,42466690.66402771,40552829.610202976,8.416,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.409]
24/03/2021,06:14:32,42136890.63923342,40508872.80896177,8.121,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.042]
24/03/2021,06:15:32,43503657.217269324,40063817.132417545,8.317,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.172]
24/03/2021,06:16:31,42556427.811447054,43059003.31113602,8.255,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.953]
24/03/2021,06:17:31,43394875.539840065,41952482.73812355,7.296,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.433]
24/03/2021,06:18:32,43417394.146896966,41560236.189788766,7.417,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.827]
24/03/2021,06:19:32,44141312.01004935,40711772.42688673,7.759,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.178]
24/03/2021,06:20:32,41202018.19182636,38679658.705121495,8.449,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 6.969]
24/03/2021,06:21:31,44258226.36186695,39701036.94325431,7.292,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.177]
24/03/2021,06:22:32,43036320.16320254,41817369.220964715,7.939,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.995]
24/03/2021,06:23:32,43088399.56364676,41081174.509679765,7.894,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.761]
24/03/2021,06:24:31,44926809.03847542,40902124.339132935,8.033,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.317]
24/03/2021,06:25:31,43069955.09106553,40549223.40166967,8.741,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.033]
24/03/2021,06:26:32,37212599.45241379,36816515.04408968,9.644,9,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.22]
24/03/2021,06:27:32,42282506.23834131,46762339.222768456,8.224,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.151]
24/03/2021,06:28:32,44307034.6150754,44289762.08050657,8.528,8,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 9.561]
24/03/2021,06:29:32,43762453.46411369,36733015.8164807,7.636,7,['http://trd.speedtest.as2116.net:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'GlobalConnect AS', '36227', 'trd.speedtest.as2116.net:8080', 1.328167047587843, 15.79]
24/03/2021,06:31:32,44130834.924298055,45001557.612305075,8.326,4,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.591]
24/03/2021,06:32:32,43860529.87344483,44207332.365114346,8.598,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.084]
24/03/2021,06:33:31,45505939.76798177,45724545.67699818,8.531,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.196]
24/03/2021,06:34:32,44033606.21478571,45048725.308964126,7.585,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 9.252]
24/03/2021,06:35:32,44450836.68955134,45397357.753767334,7.289,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 6.859]
24/03/2021,06:36:38,46067624.278010845,32098788.895375766,8.403,5,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 9.186]
24/03/2021,06:37:52,44545559.33116403,43852720.977201685,7.372,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.18]
24/03/2021,06:38:32,41725960.132550575,46905935.54588819,7.911,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.189]
24/03/2021,06:39:32,44873199.02931257,45898186.104448855,8.475,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 11.089]
24/03/2021,06:40:32,45426426.09788973,44200608.35572406,8.337,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.059]
24/03/2021,06:41:32,44545607.41479391,43885229.56984093,8.209,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.292]
24/03/2021,06:42:32,46691942.77954057,45969911.867408976,8.185,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.837]
24/03/2021,06:43:31,44696091.40433183,44492079.591575,8.594,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.996]
24/03/2021,06:44:32,45758507.554491565,46197149.212141685,7.528,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.019]
24/03/2021,06:45:32,45272351.67283544,44683137.1306315,8.244,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 8.983]
24/03/2021,06:46:32,45457852.88674246,47535038.3608572,7.18,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.528]
24/03/2021,06:47:32,45669370.37969192,45069350.356857374,8.12,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.199]
24/03/2021,06:48:31,45840866.390738234,44815852.53124945,8.21,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.887]
24/03/2021,06:49:32,45520647.74048151,45550419.680918194,7.678,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.913]
24/03/2021,06:50:32,47034230.63146319,46732607.14558068,8.209,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.941]
24/03/2021,06:51:32,43574033.47804967,44204664.0572595,7.823,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.823]
24/03/2021,06:52:32,45917421.83452633,45841433.49914574,9.006,8,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.311]
24/03/2021,06:53:31,44283014.666220695,44006878.5238024,7.534,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.442]
24/03/2021,06:54:31,46508186.424768925,44054079.722862296,8.33,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.744]
24/03/2021,06:55:32,46176004.921859205,44364496.39773929,8.271,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.475]
24/03/2021,06:56:32,46043656.55437136,27761187.149841446,7.95,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.022]
24/03/2021,06:57:32,41535720.26698981,46500567.54097227,8.419,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.992]
24/03/2021,06:58:31,46230062.955343,28376393.67027007,8.457,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.871]
24/03/2021,06:59:32,47172035.899168886,46729128.611014135,9.448,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.429]
24/03/2021,07:01:32,45480428.46958326,44045244.870553166,7.125,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.5]
24/03/2021,07:02:31,46113828.620082304,44883159.7075159,7.955,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.945]
24/03/2021,07:03:32,46584435.90534829,42893503.46406261,8.228,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.851]
24/03/2021,07:04:32,45080140.243133456,44026985.67748637,8.693,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.865]
24/03/2021,07:05:32,46714020.20033032,44610050.21390916,8.553,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.122]
24/03/2021,07:06:32,46733723.69095348,47781883.724709965,7.711,6,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.457]
24/03/2021,07:07:32,41624007.44457162,45332789.56018322,7.67,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 9.111]
24/03/2021,07:08:31,46125603.23623717,47180919.04400388,7.358,7,['http://speedtest.vktv.no:8080/speedtest/upload.php', '63.7506', '11.9169', 'Verdal', 'Norway', 'NO', 'Verdal Kabel-TV', '31973', 'speedtest.vktv.no:8080', 82.15803984558451, 9.347]
24/03/2021,07:09:32,46188223.48139366,47852309.04538356,6.908,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 8.034]
24/03/2021,07:10:32,47154409.36741411,47386963.52890067,7.721,7,['http://ytelse-trd.uninett.no:8080/speedtest/upload.php', '63.4297', '10.3933', 'Trondheim', 'Norway', 'NO', 'UNINETT', '25057', 'ytelse-trd.uninett.no:8080', 1.328167047587843, 7.506]
